Facility ID,Facility Name,Address,City,ZIP Code,CountyName,State,county_state,address,HBIPS-2 Measure Description,HBIPS-2 Overall Rate Per 1000,HBIPS-2 Overall Num,HBIPS-2 Overall Den,HBIPS-3 Measure Description,HBIPS-3 Overall Rate Per 1000,HBIPS-3 Overall Num,HBIPS-3 Overall Den,geolocated-address,latitude-comma,longitude-comma,latitude,longitude, historical_90 , slow_90 , no_90 , rapid_90 ,WFIR_EALT,WFIR_EALS,WFIR_EALR,WFIR_RISKS,WFIR_RISKR
30114,ORO VALLEY HOSPITAL,1551 EAST TANGERINE ROAD,ORO VALLEY,85755,PIMA,AZ,PIMA_AZ,1551 EAST TANGERINE ROAD ORO VALLEY AZ 85755,Hours of physical-restraint use,0,0,3277,Hours of seclusion use,0,0,3277,"1551 E Tangerine Rd, Oro Valley, AZ, USA","32,428,472","-11,094,935",32.428472,-110.94935,105.0228,143.895,165.3554,137.446,15729410.06,46.30762065,Relatively High,56.4766309,Very High
30121,"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 SOUTH CRISMON ROAD,MESA,85209,MARICOPA,AZ,MARICOPA_AZ,1301 SOUTH CRISMON ROAD MESA AZ 85209,Hours of physical-restraint use,0.02,2.75,6191,Hours of seclusion use,0.01,1.17,6191,"1301 S Crismon Rd, Mesa, AZ, USA","33,391,285","-111,611,254",33.391285,-111.611254,124.3175,157.1606,171.3447,151.6629,12285488.31,42.64608124,Relatively High,41.92499135,Relatively High
34004,BANNER BEHAVIORAL HEALTH HOSPITAL,7575 EAST EARLL DRIVE,SCOTTSDALE,85251,MARICOPA,AZ,MARICOPA_AZ,7575 EAST EARLL DRIVE SCOTTSDALE AZ 85251,Hours of physical-restraint use,0.12,111.27,39204,Hours of seclusion use,0.09,87.82,39204,"7575 E Earll Dr, Scottsdale, AZ, USA","33,483,255","-111,918,122",33.483255,-111.918122,124.3175,157.1606,171.3447,151.6629,12285488.31,42.64608124,Relatively High,41.92499135,Relatively High
34013,"ST. LUKE'S BEHAVIORAL HOSPITAL, LP",1800 EAST VAN BUREN,PHOENIX,85006,MARICOPA,AZ,MARICOPA_AZ,1800 EAST VAN BUREN PHOENIX AZ 85006,Hours of physical-restraint use,0.08,74.38,36541,Hours of seclusion use,0.13,110.62,36541,"Phoenix, AZ, USA","3,360,503","-112,070,892",33.60503,-112.070892,124.3175,157.1606,171.3447,151.6629,12285488.31,42.64608124,Relatively High,41.92499135,Relatively High
34020,HAVEN BEHAVIORAL HOSPITAL OF PHOENIX,"1201 SOUTH 7TH AVENUE, SUITE 200",PHOENIX,85007,MARICOPA,AZ,MARICOPA_AZ,"1201 SOUTH 7TH AVENUE, SUITE 200 PHOENIX AZ 85007",Hours of physical-restraint use,0.01,3.05,8823,Hours of seclusion use,0,0.8,8823,"1201 S 7th Ave, Phoenix, AZ, USA","33,435,299","-112,081,503",33.435299,-112.081503,124.3175,157.1606,171.3447,151.6629,12285488.31,42.64608124,Relatively High,41.92499135,Relatively High
34021,ARIZONA STATE HOSPITAL,2500 EAST VAN BUREN STREET,PHOENIX,85008,MARICOPA,AZ,MARICOPA_AZ,2500 EAST VAN BUREN STREET PHOENIX AZ 85008,Hours of physical-restraint use,1.2,730.78,25348,Hours of seclusion use,0.52,316.39,25348,"2500 E Van Buren St, Phoenix, AZ, USA","33,452,592","-112,025,897",33.452592,-112.025897,124.3175,157.1606,171.3447,151.6629,12285488.31,42.64608124,Relatively High,41.92499135,Relatively High
34022,SONORA BEHAVIORAL HEALTH HOSPITAL,6050 NORTH CORONA ROAD,TUCSON,85704,PIMA,AZ,PIMA_AZ,6050 NORTH CORONA ROAD TUCSON AZ 85704,Hours of physical-restraint use,0.09,175.58,85564,Hours of seclusion use,0.13,273.13,85564,"Tucson, AZ, USA","3,219,709","-110,828,987",32.19709,-110.828987,105.0228,143.895,165.3554,137.446,15729410.06,46.30762065,Relatively High,56.4766309,Very High
34023,"GUIDANCE CENTER, THE",2187 NORTH VICKEY STREET,FLAGSTAFF,86004,COCONINO,AZ,COCONINO_AZ,2187 NORTH VICKEY STREET FLAGSTAFF AZ 86004,Hours of physical-restraint use,0,0,3622,Hours of seclusion use,1.08,94,3622,"2187 N Vickey St, Flagstaff, AZ, USA","35,206,581","-111,606,334",35.206581,-111.606334,12.92054,47.80816,81.86328,39.99678,19290808.24,49.56766529,Relatively High,57.87205281,Very High
34024,AURORA BEHAVIORAL HEALTH SYSTEM,6015 WEST PEORIA  AVENUE,GLENDALE,85302,MARICOPA,AZ,MARICOPA_AZ,6015 WEST PEORIA  AVENUE GLENDALE AZ 85302,Hours of physical-restraint use,0.01,7.52,30868,Hours of seclusion use,0,0,30868,"6015 W Peoria Ave, Glendale, AZ, USA","33,580,914","-11,218,928",33.580914,-112.18928,124.3175,157.1606,171.3447,151.6629,12285488.31,42.64608124,Relatively High,41.92499135,Relatively High
34025,WINDHAVEN PSYCHIATRIC HOSPITAL,3347 NORTH WINDSONG DRIVE,PRESCOTT VALLEY,86314,YAVAPAI,AZ,YAVAPAI_AZ,3347 NORTH WINDSONG DRIVE PRESCOTT VALLEY AZ 86314,Hours of physical-restraint use,0.03,3.4,4165,Hours of seclusion use,0,0,4165,"3347 N Windsong Dr, Prescott Valley, AZ, USA","34,591,127","-112,326,282",34.591127,-112.326282,31.88494,77.27326,111.5076,67.81303,16767536.1,47.3047486,Relatively High,63.95754611,Very High
34026,VALLEY HOSPITAL,3550 EAST PINCHOT AVENUE,PHOENIX,85018,MARICOPA,AZ,MARICOPA_AZ,3550 EAST PINCHOT AVENUE PHOENIX AZ 85018,Hours of physical-restraint use,0,4.32,40861,Hours of seclusion use,0,0,40861,"3550 East Pinchot Avenue, Phoenix, AZ, USA","3,348,292","-112,005,459",33.48292,-112.005459,124.3175,157.1606,171.3447,151.6629,12285488.31,42.64608124,Relatively High,41.92499135,Relatively High
34027,CHANGEPOINT PSYCHIATRIC HOSPITAL,1920 WEST COMMERCE DRIVE,LAKESIDE,85929,NAVAJO,AZ,NAVAJO_AZ,1920 WEST COMMERCE DRIVE LAKESIDE AZ 85929,Hours of physical-restraint use,0.02,1.75,3773,Hours of seclusion use,0.02,1.5,3773,"West Commerce Drive, Tempe, AZ, USA","33,336,826","-11,196,517",33.336826,-111.96517,7.380531,45.04288,84.43022,36.37032,12697925.32,43.11806323,Relatively High,74.83078287,Very High
34028,AURORA BEHAVIORAL HEALTHCARE-TEMPE,6350 SOUTH MAPLE AVENUE,TEMPE,85283,MARICOPA,AZ,MARICOPA_AZ,6350 SOUTH MAPLE AVENUE TEMPE AZ 85283,Hours of physical-restraint use,0.07,61.77,37291,Hours of seclusion use,0,0,37291,"6350 South Maple Avenue, Tempe, AZ, USA","33,364,205","-111,939,296",33.364205,-111.939296,124.3175,157.1606,171.3447,151.6629,12285488.31,42.64608124,Relatively High,41.92499135,Relatively High
34029,OASIS BEHAVIORAL HEALTH HOSPITAL,"2190 NORTH GRACE BOULEVARD, BUILDING A",CHANDLER,85225,MARICOPA,AZ,MARICOPA_AZ,"2190 NORTH GRACE BOULEVARD, BUILDING A CHANDLER AZ 85225",Hours of physical-restraint use,0.05,87.15,78421,Hours of seclusion use,0.1,192.75,78421,"2190 N Grace Blvd, Chandler, AZ, USA","33,339,981","-11,184,745",33.339981,-111.84745,124.3175,157.1606,171.3447,151.6629,12285488.31,42.64608124,Relatively High,41.92499135,Relatively High
34030,PALO VERDE BEHAVIORAL HEALTH,2695 NORTH CRAYCROFT ROAD,TUCSON,85712,PIMA,AZ,PIMA_AZ,2695 NORTH CRAYCROFT ROAD TUCSON AZ 85712,Hours of physical-restraint use,0.06,31.85,23511,Hours of seclusion use,0.01,4.51,23511,"2695 N Craycroft Rd, Tucson, AZ, USA","32,255,987","-110,876,293",32.255987,-110.876293,105.0228,143.895,165.3554,137.446,15729410.06,46.30762065,Relatively High,56.4766309,Very High
34031,QUAIL RUN BEHAVIORAL HEALTH,2545 WEST QUAIL AVENUE,PHOENIX,85027,MARICOPA,AZ,MARICOPA_AZ,2545 WEST QUAIL AVENUE PHOENIX AZ 85027,Hours of physical-restraint use,0.07,48.13,30521,Hours of seclusion use,0.01,9.32,30521,"2545 W Quail Ave, Phoenix, AZ, USA","33,677,526","-112,113,818",33.677526,-112.113818,124.3175,157.1606,171.3447,151.6629,12285488.31,42.64608124,Relatively High,41.92499135,Relatively High
34032,COPPER SPRINGS EAST- GILBERT,10550 WEST MCDOWELL ROAD,AVONDALE,85392,MARICOPA,AZ,MARICOPA_AZ,10550 WEST MCDOWELL ROAD AVONDALE AZ 85392,Hours of physical-restraint use,0,0.75,30117,Hours of seclusion use,0,0.42,30117,"Avondale, AZ, USA","33,301,136","-112,331,817",33.301136,-112.331817,124.3175,157.1606,171.3447,151.6629,12285488.31,42.64608124,Relatively High,41.92499135,Relatively High
34033,CORNERSTONE BEHAVIORAL HEALTH EL DORADO,1400 NORTH WILMOT ROAD,TUCSON,85712,PIMA,AZ,PIMA_AZ,1400 NORTH WILMOT ROAD TUCSON AZ 85712,Hours of physical-restraint use,0,1.42,13105,Hours of seclusion use,0,0,13105,"1400 North Wilmot Road, Tucson, AZ, USA","32,240,327","-11,085,589",32.240327,-110.85589,105.0228,143.895,165.3554,137.446,15729410.06,46.30762065,Relatively High,56.4766309,Very High
34034,DESTINY SPRINGS HEALTHCARE,17300 NORTH DYSART ROAD,SURPRISE,85378,MARICOPA,AZ,MARICOPA_AZ,17300 NORTH DYSART ROAD SURPRISE AZ 85378,Hours of physical-restraint use,0.01,7.58,21973,Hours of seclusion use,0.06,32.67,21973,"North Dysart Road, Surprise, AZ, USA","33,636,874","-112,342,118",33.636874,-112.342118,124.3175,157.1606,171.3447,151.6629,12285488.31,42.64608124,Relatively High,41.92499135,Relatively High
34035,AVENIR BEHAVIORAL HEALTH CENTER,16561 NORTH PARKVIEW PLACE,SURPRISE,85374,MARICOPA,AZ,MARICOPA_AZ,16561 NORTH PARKVIEW PLACE SURPRISE AZ 85374,Hours of physical-restraint use,0,0.03,2091,Hours of seclusion use,0,0,2091,"North Parkview Place, Surprise, AZ, USA","33,624,516","-112,385,262",33.624516,-112.385262,124.3175,157.1606,171.3447,151.6629,12285488.31,42.64608124,Relatively High,41.92499135,Relatively High
40002,JOHNSON REGIONAL MEDICAL CENTER,1100 EAST POPLAR STREET,CLARKSVILLE,72830,JOHNSON,AR,JOHNSON_AR,1100 EAST POPLAR STREET CLARKSVILLE AR 72830,Hours of physical-restraint use,0,0,1952,Hours of seclusion use,0.26,11.98,1952,"1100 East Poplar Street, Clarksville, AR, USA","35,461,596","-93,444,849",35.461596,-93.444849,59.71429,103.4762,131.8286,97.78095,10410.15061,4.035530739,Very Low,4.017427696,Very Low
40007,CHI-ST VINCENT INFIRMARY,TWO ST VINCENT CIRCLE,LITTLE ROCK,72205,PULASKI,AR,PULASKI_AR,TWO ST VINCENT CIRCLE LITTLE ROCK AR 72205,Hours of physical-restraint use,0,0,775,Hours of seclusion use,0,0,775,"Little Rock, AR, USA","34,713,561","-92,355,844",34.713561,-92.355844,81.24138,122.7845,147.4569,116.7759,4578.729846,3.068998401,Very Low,2.691542576,Very Low
40011,CHAMBERS MEMORIAL HOSPITAL,719 DETROIT STREET,DANVILLE,72833,YELL,AR,YELL_AR,719 DETROIT STREET DANVILLE AR 72833,Hours of physical-restraint use,0,0,2312,Hours of seclusion use,0,0,2312,"719 Detroit Street, Danville, AR, USA","35,054,759","-93,387,698",35.054759,-93.387698,81.38095,121.4354,146.5238,115.381,12481.91665,4.287216494,Very Low,5.149965812,Very Low
40014,WHITE COUNTY MEDICAL CENTER,3214 EAST RACE AVENUE,SEARCY,72143,WHITE,AR,WHITE_AR,3214 EAST RACE AVENUE SEARCY AR 72143,Hours of physical-restraint use,0.01,1.39,4478,Hours of seclusion use,0.04,4.23,4478,"3214 E Race Ave, Searcy, AR, USA","35,251,295","-91,697,911",35.251295,-91.697911,75.61184,118.3487,143.1316,112.5197,8365.78212,3.751893528,Very Low,3.11208446,Very Low
40015,MENA REGIONAL HEALTH SYSTEM,311 NORTH MORROW STREET,MENA,71953,POLK,AR,POLK_AR,311 NORTH MORROW STREET MENA AR 71953,Hours of physical-restraint use,0.24,6.95,1226,Hours of seclusion use,0.75,22.13,1226,"311 North Morrow Street, Mena, AR, USA","34,589,105","-94,221,597",34.589105,-94.221597,69.29921,113.6142,141.4803,107.5748,42427.61253,6.446112096,Relatively Low,8.212791297,Relatively Low
40017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 NORTH MAIN STREET,HARRISON,72601,BOONE,AR,BOONE_AR,620 NORTH MAIN STREET HARRISON AR 72601,Hours of physical-restraint use,0,0,2044,Hours of seclusion use,0,0,2044,"North Main Street, Harrison, AR, USA","36,241,458","-93,110,159",36.241458,-93.110159,48.51111,94.63333,124.0333,89.03333,34694.40571,6.027929158,Relatively Low,6.13749717,Relatively Low
40019,FORREST CITY MEDICAL CENTER,1601 NEWCASTLE ROAD,FORREST CITY,72335,ST.FRANCIS,AR,ST.FRANCIS_AR,1601 NEWCASTLE ROAD FORREST CITY AR 72335,Hours of physical-restraint use,0,0,412,Hours of seclusion use,0,0,412,"1601 Newcastle Road, Forrest City, AR, USA","35,039,305","-90,775,641",35.039305,-90.775641,77.41,121.58,144.58,115.77,29.50558964,0.571105604,Very Low,0.570849984,Very Low
40020,ST BERNARDS MEDICAL CENTER,225 E WASHIINGTON AVENUE,JONESBORO,72401,CRAIGHEAD,AR,CRAIGHEAD_AR,225 E WASHIINGTON AVENUE JONESBORO AR 72401,Hours of physical-restraint use,0,0,3027,Hours of seclusion use,0,0,3027,"Jonesboro, AR, USA","3,582,477","-90,693,517",35.82477,-90.693517,72.97414,116.9828,140.2672,111.4483,150.7872259,0.983716236,Very Low,0.871012183,Very Low
40026,ST VINCENT HOT SPRINGS,300 WERNER STREET,HOT SPRINGS,71903,GARLAND,AR,GARLAND_AR,300 WERNER STREET HOT SPRINGS AR 71903,Hours of physical-restraint use,0,0,385,Hours of seclusion use,0,0,385,"300 Werner Street, Hot Springs, AR, USA","34,467,404","-93,067,092",34.467404,-93.067092,79.2844,120.8257,146.5505,114.6147,13891.30162,4.442860077,Very Low,5.372731402,Very Low
40027,BAXTER REGIONAL MEDICAL CENTER,624 HOSPITAL DRIVE,MOUNTAIN HOME,72653,BAXTER,AR,BAXTER_AR,624 HOSPITAL DRIVE MOUNTAIN HOME AR 72653,Hours of physical-restraint use,0,0,3447,Hours of seclusion use,0,0,3447,"624 Hospital Dr, Mountain Home, AR, USA","36,342,981","-92,395,855",36.342981,-92.395855,56.8375,101.7125,129.325,96.0875,16206.15373,4.677081886,Very Low,6.671936578,Relatively Low
40029,CONWAY REGIONAL HEALTH SYSTEM,2302 COLLEGE AVENUE,CONWAY,72034,FAULKNER,AR,FAULKNER_AR,2302 COLLEGE AVENUE CONWAY AR 72034,Hours of physical-restraint use,Not Available,Not Available,Not Available,Hours of seclusion use,Not Available,Not Available,Not Available,"2302 College Ave, Conway, AR, USA","350,858","-92,457,811",35.0858,-92.457811,78.27368,119.5263,144.8105,113.6421,13547.85692,4.405939431,Very Low,2.918219713,Very Low
40047,FIVE RIVERS MEDICAL CENTER,2801 MEDICAL CENTER DRIVE,POCAHONTAS,72455,RANDOLPH,AR,RANDOLPH_AR,2801 MEDICAL CENTER DRIVE POCAHONTAS AR 72455,Hours of physical-restraint use,0,0,1915,Hours of seclusion use,0.02,1,1915,"2801 Medical Center Dr, Pocahontas, AR, USA","36,289,775","-90,997,322",36.289775,-90.997322,66.65263,111.1053,135.4316,105.5579,10440.68677,4.039472704,Very Low,4.795100889,Very Low
40051,DREW MEMORIAL HOSPITAL,778 SCOGIN DRIVE,MONTICELLO,71655,DREW,AR,DREW_AR,778 SCOGIN DRIVE MONTICELLO AR 71655,Hours of physical-restraint use,0,0,563,Hours of seclusion use,0,0,563,"778 Scogin Dr, Monticello, AR, USA","33,610,773","-91,816,455",33.610773,-91.816455,91.125,133.4583,155.8417,127.3583,1377.395994,2.056370006,Very Low,2.054138038,Very Low
40055,BAPTIST HEALTH - FORT SMITH,1001 TOWSON AVENUE,FORT SMITH,72901,SEBASTIAN,AR,SEBASTIAN_AR,1001 TOWSON AVENUE FORT SMITH AR 72901,Hours of physical-restraint use,0,0,1803,Hours of seclusion use,0,0,1803,"1001 Towson Avenue, Fort Smith, AR, USA","353,746","-94,419,467",35.3746,-94.419467,82.375,122.7375,147.4875,116.75,377001.3382,13.3514762,Relatively Low,13.54228581,Relatively Low
40071,JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,PINE BLUFF,71603,JEFFERSON,AR,JEFFERSON_AR,1600 WEST 40TH AVENUE PINE BLUFF AR 71603,Hours of physical-restraint use,0,0,4756,Hours of seclusion use,0,0,4756,"West 40th Avenue, Pine Bluff, AR, USA","34,187,711","-92,030,463",34.187711,-92.030463,84.30469,126.8438,150.3203,120.5938,357.3422362,1.311524594,Very Low,1.343729961,Very Low
40078,NATIONAL PARK MEDICAL CENTER,1910 MALVERN AVENUE,HOT SPRINGS,71901,GARLAND,AR,GARLAND_AR,1910 MALVERN AVENUE HOT SPRINGS AR 71901,Hours of physical-restraint use,0,0,3730,Hours of seclusion use,0,0,3730,"1910 Malvern Ave, Hot Springs, AR, USA","34,486,125","-93,035,559",34.486125,-93.035559,79.2844,120.8257,146.5505,114.6147,13891.30162,4.442860077,Very Low,5.372731402,Very Low
40084,SALINE MEMORIAL HOSPITAL,#1 MEDICAL PARK DRIVE,BENTON,72015,SALINE,AR,SALINE_AR,#1 MEDICAL PARK DRIVE BENTON AR 72015,Hours of physical-restraint use,0,0,3099,Hours of seclusion use,0.84,62.18,3099,"1 Medical Park Drive, Benton, AR, USA","34,573,507","-92,585,803",34.573507,-92.585803,81.41284,123.4587,148.7248,117.2752,12793.75458,4.322625993,Very Low,3.047538555,Very Low
40114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,9601 INTERSTATE,LITTLE ROCK,72205,PULASKI,AR,PULASKI_AR,9601 INTERSTATE LITTLE ROCK AR 72205,Hours of physical-restraint use,0,0,2304,Hours of seclusion use,0,0,2304,"Little Rock, AR, USA","34,713,561","-92,355,844",34.713561,-92.355844,81.24138,122.7845,147.4569,116.7759,4578.729846,3.068998401,Very Low,2.691542576,Very Low
40119,WHITE RIVER MEDICAL CENTER,1710 HARRISON STREET,BATESVILLE,72503,INDEPENDENCE,AR,INDEPENDENCE_AR,1710 HARRISON STREET BATESVILLE AR 72503,Hours of physical-restraint use,0.04,2.33,2490,Hours of seclusion use,0.26,15.5,2490,"1710 Harrison Street, Batesville, AR, USA","35,767,887","-916,344",35.767887,-91.6344,68.35294,111.8655,137.3277,106.1933,17291.17109,4.779213788,Very Low,4.762655506,Very Low
40132,LEVI HOSPITAL,300 PROSPECT AVE,HOT SPRINGS,71901,GARLAND,AR,GARLAND_AR,300 PROSPECT AVE HOT SPRINGS AR 71901,Hours of physical-restraint use,0.21,29.35,5705,Hours of seclusion use,0.05,7.25,5705,"300 Prospect Avenue, Hot Springs, AR, USA","34,510,052","-93,057,112",34.510052,-93.057112,79.2844,120.8257,146.5505,114.6147,13891.30162,4.442860077,Very Low,5.372731402,Very Low
40153,WADLEY REGIONAL MEDICAL CENTER AT HOPE,2001 SOUTH MAIN,HOPE,71801,HEMPSTEAD,AR,HEMPSTEAD_AR,2001 SOUTH MAIN HOPE AR 71801,Hours of physical-restraint use,0,0,2609,Hours of seclusion use,0,0,2609,"Hope, AR, USA","33,671,831","-93,599,146",33.671831,-93.599146,89.53846,131.7778,155.3419,125.7179,6684.08409,3.48146706,Very Low,4.304424903,Very Low
41302,DARDANELLE HOSPITAL,200 NORTH THIRD STREET,DARDANELLE,72834,YELL,AR,YELL_AR,200 NORTH THIRD STREET DARDANELLE AR 72834,Hours of physical-restraint use,0,0,1962,Hours of seclusion use,0,0,1962,"Dardanelle, AR, USA","35,226,021","-93,163,228",35.226021,-93.163228,81.38095,121.4354,146.5238,115.381,12481.91665,4.287216494,Very Low,5.149965812,Very Low
41323,ASHLEY COUNTY MEDICAL CENTER,1015 UNITY ROAD,CROSSETT,71635,ASHLEY,AR,ASHLEY_AR,1015 UNITY ROAD CROSSETT AR 71635,Hours of physical-restraint use,0,0,406,Hours of seclusion use,0,0,406,"Crossett, AR, USA","33,128,643","-91,965,038",33.128643,-91.965038,96.18182,137.5152,159.5303,131.5682,5423.458017,3.24718538,Very Low,3.077494107,Very Low
41327,BRADLEY COUNTY MEDICAL CENTER,404 SOUTH BRADLEY STREET,WARREN,71671,BRADLEY,AR,BRADLEY_AR,404 SOUTH BRADLEY STREET WARREN AR 71671,Hours of physical-restraint use,0,0,670,Hours of seclusion use,0,0,670,"404 South Bradley Street, Warren, AR, USA","33,610,747","-92,059,583",33.610747,-92.059583,92.19608,133.8627,156.451,127.7549,2033.989926,2.341699993,Very Low,2.852518595,Very Low
44004,VISTA HEALTH FAYETTEVILLE,4253 CROSSOVER ROAD,FAYETTEVILLE,72703,WASHINGTON,AR,WASHINGTON_AR,4253 CROSSOVER ROAD FAYETTEVILLE AR 72703,Hours of physical-restraint use,0.06,42.87,30546,Hours of seclusion use,0.11,82.53,30546,"Fayetteville, AR, USA","36,072,575","-94,157,671",36.072575,-94.157671,50.18571,96.98572,125.95,91.36429,914129.6654,17.93704605,Relatively Moderate,14.92345634,Relatively Moderate
44005,BRIDGEWAY HOSPITAL,21 BRIDGEWAY ROAD,NORTH LITTLE ROCK,72113,PULASKI,AR,PULASKI_AR,21 BRIDGEWAY ROAD NORTH LITTLE ROCK AR 72113,Hours of physical-restraint use,0.05,25,22372,Hours of seclusion use,0.12,63.62,22372,"21 Bridgeway Rd, North Little Rock, AR, USA","34,822,035","-92,354,602",34.822035,-92.354602,81.24138,122.7845,147.4569,116.7759,4578.729846,3.068998401,Very Low,2.691542576,Very Low
44006,VALLEY BEHAVIORAL HEALTH SYSTEM,10301 MAYO DRIVE,BARLING,72923,SEBASTIAN,AR,SEBASTIAN_AR,10301 MAYO DRIVE BARLING AR 72923,Hours of physical-restraint use,0.01,109.95,609456,Hours of seclusion use,0,57.68,609456,"Barling, AR, USA","35,324,533","-94,274,472",35.324533,-94.274472,82.375,122.7375,147.4875,116.75,377001.3382,13.3514762,Relatively Low,13.54228581,Relatively Low
44007,RIVENDELL BEHAVIORAL HEALTH SERVICES,100 RIVENDELL DRIVE,BENTON,72019,SALINE,AR,SALINE_AR,100 RIVENDELL DRIVE BENTON AR 72019,Hours of physical-restraint use,0.05,18.93,17274,Hours of seclusion use,0,0,17274,"Benton, AR, USA","34,570,163","-9,258,135",34.570163,-92.58135,81.41284,123.4587,148.7248,117.2752,12793.75458,4.322625993,Very Low,3.047538555,Very Low
44011,ARKANSAS STATE HOSPITAL,305 S PALM STREET,LITTLE ROCK,72205,PULASKI,AR,PULASKI_AR,305 S PALM STREET LITTLE ROCK AR 72205,Hours of physical-restraint use,0.25,405.87,67151,Hours of seclusion use,0.05,81.72,67151,"305 S Palm St, Little Rock, AR, USA","34,749,881","-92,324,538",34.749881,-92.324538,81.24138,122.7845,147.4569,116.7759,4578.729846,3.068998401,Very Low,2.691542576,Very Low
44017,UNITED METHODIST BEHAVIORAL HOSPITAL,1601 MURPHY DRIVE,MAUMELLE,72113,PULASKI,AR,PULASKI_AR,1601 MURPHY DRIVE MAUMELLE AR 72113,Hours of physical-restraint use,0.1,24.3,10598,Hours of seclusion use,0.1,25.25,10598,"1601 Murphy Dr, Maumelle, AR, USA","34,876,594","-92,394,717",34.876594,-92.394717,81.24138,122.7845,147.4569,116.7759,4578.729846,3.068998401,Very Low,2.691542576,Very Low
44019,SPRINGWOODS BEHAVIORAL HEALTH SERVICES,1955 WEST TRUCKER'S DRIVE,FAYETTEVILLE,72704,WASHINGTON,AR,WASHINGTON_AR,1955 WEST TRUCKER'S DRIVE FAYETTEVILLE AR 72704,Hours of physical-restraint use,0.15,51.48,13848,Hours of seclusion use,0.02,7.48,13848,"1955 W Truckers Dr, Fayetteville, AR, USA","36,108,496","-94,186,883",36.108496,-94.186883,50.18571,96.98572,125.95,91.36429,914129.6654,17.93704605,Relatively Moderate,14.92345634,Relatively Moderate
44020,RIVERVIEW BEHAVIORAL HEALTH,701 ARKANSAS BOULEVARD SUITE 300,TEXARKANA,71854,MILLER,AR,MILLER_AR,701 ARKANSAS BOULEVARD SUITE 300 TEXARKANA AR 71854,Hours of physical-restraint use,0.06,18.62,13236,Hours of seclusion use,0.13,41.4,13236,"701 Arkansas Boulevard, Texarkana, AR, USA","3,346,115","-9,403,421",33.46115,-94.03421,96.82105,137.7789,159.9263,132.1895,14757.3968,4.533339458,Very Low,4.402927654,Very Low
44021,PERIMETER BEHAVIORAL HOSPITAL WEST MEMPHIS,600 NORTH 7TH STREET,WEST MEMPHIS,72301,CRITTENDEN,AR,CRITTENDEN_AR,600 NORTH 7TH STREET WEST MEMPHIS AR 72301,Hours of physical-restraint use,0.17,21.66,5442,Hours of seclusion use,0,0.26,5442,"North 7th Street, West Memphis, AR, USA","3,516,505","-90,175,889",35.16505,-90.175889,77.41237,121.7423,144.2887,115.9381,0.011160605,0.041302617,Very Low,0.044564581,Very Low
44022,CONWAY BEHAVIORAL HEALTH,2255 STURGIS ROAD,CONWAY,72034,FAULKNER,AR,FAULKNER_AR,2255 STURGIS ROAD CONWAY AR 72034,Hours of physical-restraint use,0,47.43,494088,Hours of seclusion use,0,47.2,494088,"Conway, AR, USA","35,086,096","-92,453,883",35.086096,-92.453883,78.27368,119.5263,144.8105,113.6421,13547.85692,4.405939431,Very Low,2.918219713,Very Low
50007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,94010,SANMATEO,CA,SANMATEO_CA,1501 TROUSDALE DRIVE BURLINGAME CA 94010,Hours of physical-restraint use,0.22,59.03,11069,Hours of seclusion use,0.44,117.62,11069,"1501 Trousdale Drive, Burlingame, CA, USA","37,592,363","-12,238,244",37.592363,-122.38244,2.95082,11.65574,26.86885,8.459017,4511177.261,30.53830674,Relatively High,16.47091083,Relatively Moderate
50024,PARADISE VALLEY HOSPITAL,2400 EAST 4TH ST,NATIONAL CITY,91950,SANDIEGO,CA,SANDIEGO_CA,2400 EAST 4TH ST NATIONAL CITY CA 91950,Hours of physical-restraint use,0,0,10225,Hours of seclusion use,0,0,10225,"2400 East 4th Street, National City, CA, USA","32,685,594","-117,082,183",32.685594,-117.082183,42.0626,79.60835,108.8491,71.03049,158399947.6,100,Very High,83.83057274,Very High
